Type,Price/m,Bedrooms,Location,Area,URL
lodge,K400,1,,Lusaka | kabulonga,https://sakilahomes.com/post/636/lodge-belvedere-lodge-starts-from-k400/
hotel,K800,1,,Lusaka | silverest,https://sakilahomes.com/post/639/hotel-waterfalls-hotel-starts-from-k800/
Flat,K6000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/658/3-bedrooms-meanwood-mutumbi-k6000/
Flat,K6000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/659/3-bedrooms-meanwood-mutumbi-k6000/
Flat,K14500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/660/3-bedrooms-ibex-hill-k14500/
house,K10000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/661/3-bedrooms-ibex-hill-k10000/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/662/2-bedrooms-chalala-k6000/
house,K7500,3,,Lusaka | libala-south,https://sakilahomes.com/post/663/3-bedrooms-libala-south-k7500/
house,K7000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/664/3-bedrooms-meanwood-mutumbi-k7000/
boarding_house,K920,1,,Lusaka | kabwata,https://sakilahomes.com/post/665/boarding-house-kabwata-area-k920/
boarding_house,K1000,1,,Lusaka | kabwata,https://sakilahomes.com/post/666/boarding-house-kabwata-area-k1000/
Office_Space,K15000,3,,Lusaka | woodlands,https://sakilahomes.com/post/667/office-space-woodlands-k15000/
Flat,K12000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/668/3-bedrooms-ibex-hill-k12000/
Flat,K5500,2,,Lusaka | Cheston,https://sakilahomes.com/post/669/2-bedrooms-obama-k5500/
Office_Space,K20000,1,,Lusaka | munali,https://sakilahomes.com/post/670/office-space-munali-k20000/
Flat,K10000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/671/2-bedrooms-ibex-hill-k10000/
Flat,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/672/3-bedrooms-chalala-k6000/
Flat,K13000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/673/3-bedrooms-ibex-hill-k13000/
Flat,K5000,2,,Lusaka | roma,https://sakilahomes.com/post/674/2-bedrooms-foxdale-k5000/
Flat,K6000,2,,Lusaka | munali,https://sakilahomes.com/post/675/2-bedrooms-chudleigh-k6000/
Flat,K6000,2,,Lusaka | munali,https://sakilahomes.com/post/676/2-bedrooms-chudleigh-k6000/
house,K18000,3,,Lusaka | avondale,https://sakilahomes.com/post/677/3-bedrooms-avondale-k18000/
Flat,K9500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/678/3-bedrooms-ibex-hill-k9500/
Flat,K8000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/679/3-bedrooms-meanwood-mutumbi-k8000/
Flat,K5500,2,,Lusaka | roma,https://sakilahomes.com/post/680/2-bedrooms-foxdale-k5500/
Flat,K12000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/681/3-bedrooms-ibex-hill-k12000/
Flat,K9000,3,,Lusaka | salama park,https://sakilahomes.com/post/682/3-bedrooms-salama-park-k9000/
Flat,K5000,3,,Lusaka | salama park,https://sakilahomes.com/post/683/3-bedrooms-salama-park-k5000/
house,K25000,4,,Lusaka | avondale,https://sakilahomes.com/post/684/4-bedrooms-avondale-k25000/
Flat,K4500,1,,Lusaka | avondale,https://sakilahomes.com/post/685/1-bedroom-avondale-k4500/
house,K25000,3,,Lusaka | kalundu,https://sakilahomes.com/post/686/3-bedrooms-kalundu-k25000/
Flat,K11500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/687/3-bedrooms-ibex-hill-k11500/
Flat,K4500,2,,Lusaka | chalala,https://sakilahomes.com/post/689/2-bedroom--chalala-k4500/
Flat,K6500,2,,Lusaka | makeni,https://sakilahomes.com/post/690/2-bedroom-makeni--k6500/
house,K10000,3,,Lusaka | makeni,https://sakilahomes.com/post/691/3-bedroom--makeni--k10000/
house,K15000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/692/3-bedrooms-meanwood-mutumbi-k15000/
Flat,K4500,2,,Lusaka | makeni,https://sakilahomes.com/post/709/2-bedroom--makeni-konga-k4500/
Cottage,K1700,1,,Lusaka | meanwood,https://sakilahomes.com/post/710/bedsitter-meanwood--k1700/
house,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/711/2-bedroom-chalala--k5000x2/
Office_Space,K30000,4,,Lusaka | olympia,https://sakilahomes.com/post/712/office-space-olympia-k30000/
Flat,K6500,1,,Lusaka | Cheston,https://sakilahomes.com/post/713/1-bedroom-chelstone-k6500/
Flat,K15000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/714/2-bedrooms-kingsland-city-k15000/
house,K7000,3,,Lusaka | foxdale,https://sakilahomes.com/post/715/3-bedroom-foxdale-k7000x2/
Flat,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/716/3-bedroom-chalala-k6000/
Flat,K6500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/717/2-bedroom--ibex--k6500/
house,K16000,3,,Lusaka | meanwood,https://sakilahomes.com/post/718/3-bedroom--meanwood-k-16000/
Flat,K8000,3,,Lusaka | silverest,https://sakilahomes.com/post/719/3-bedroom--silverest-k8000/
Flat,K6000,2,,Lusaka | silverest,https://sakilahomes.com/post/720/2-bedroom--silverest--k6000/
Flat,K5000,2,,Lusaka | meanwood,https://sakilahomes.com/post/721/2-bedrooms-meanwood-kwamwena-k5000/
Flat,K6000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/722/3-bedrooms-meanwood-mutumbi-k6000/
Flat,K8000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/723/2-bedrooms-meanwood-mutumbi-k8000/
Flat,K9000,3,,Lusaka | chalala,https://sakilahomes.com/post/724/3-bedrooms-chalala-k9000/
Flat,K8500,2,,Lusaka | salama park,https://sakilahomes.com/post/725/2-bedrooms-salama-park-k8500/
house,K10500,3,,Lusaka | roma,https://sakilahomes.com/post/726/3-bedrooms-foxdale-k10500/
Flat,K6500,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/727/3-bedrooms-meanwood-ndeke-k6500/
house,K13000,4,,Lusaka | meanwood,https://sakilahomes.com/post/728/4-bedrooms-meanwood-k13000/
house,K8000,3,,Lusaka | chalala,https://sakilahomes.com/post/729/3-bedroom-chalala--k8000/
Flat,K5500,2,,Lusaka | makeni,https://sakilahomes.com/post/730/2-bedroom--makeni--k5500/
Flat,K10000,3,,Lusaka | makeni,https://sakilahomes.com/post/731/3-bedroom-makeni-east-k10000/
Flat,K5500,2,,Lusaka | meanwood,https://sakilahomes.com/post/732/2-bedrooms-meanwood-kwamwena-k5500/
Flat,K5000,2,,Lusaka | meanwood,https://sakilahomes.com/post/733/2-bedrooms-meanwood-kwamwena-k5000/
Flat,K6500,2,,Lusaka | makeni,https://sakilahomes.com/post/734/2-bedroom--makeni-k6500/
Flat,K7500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/735/2-bedroom--ibex-k-7500/
house,K7000,3,,Lusaka | libala-south,https://sakilahomes.com/post/736/3-bedrooms-libala-k7000/
Flat,K8500,2,,Lusaka | foxdale,https://sakilahomes.com/post/737/2-bedrooms-foxdale-k8500/
Flat,K4000,2,,Lusaka | Cheston,https://sakilahomes.com/post/738/2-bedrooms-obama-k4000/
house,K6500,2,,Lusaka | olympia,https://sakilahomes.com/post/739/2-bedroom--olympia--k-6500+2/
Flat,K6500,2,,Lusaka | meanwood,https://sakilahomes.com/post/740/2-bedroom--meanwood-k6500+2/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/741/2-bedroom--chalala-k-4000/
Flat,K7500,2,,Lusaka | salama park,https://sakilahomes.com/post/742/2-bedrooms-salama-park-k7500/
Flat,K7000,2,,Lusaka | lilayi,https://sakilahomes.com/post/763/2-bedrooms-lilayi-k7000/
Flat,K5000,3,,Lusaka | meanwood,https://sakilahomes.com/post/764/3-bedrooms-meanwood-vorna-valley-k5000/
Flat,K8500,2,,Lusaka | phi area,https://sakilahomes.com/post/765/2-bedroom--lilayi-k8500/
house,K6000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/766/2-bedroom--ibex--k6000/
Flat,K8000,2,,Lusaka | chamba valley,https://sakilahomes.com/post/767/2-bedroom-chamba-valley-k8000/
Flat,K5800,2,,Lusaka | makeni,https://sakilahomes.com/post/769/2-bedroom--makeni--k5800/
house,K4500,2,,Lusaka | chalala,https://sakilahomes.com/post/770/2-bedroom-chalala-k4500/
house,K9000,3,,Lusaka | lilayi,https://sakilahomes.com/post/771/3-bedrooms-lilayi-k9000/
Flat,K4000,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/772/2-bedrooms-meanwood-ndeke--k4000/
Flat,K8000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/773/2-bedrooms-meanwood-mutumbi-k8000/
Flat,K5500,3,,Lusaka | silverest,https://sakilahomes.com/post/774/3-bedrooms-silverest-k5500/
house,K7500,3,,Lusaka | woodlands,https://sakilahomes.com/post/775/3-bedrooms-nyumba-yanga-k7500/
Flat,K5000,1,,Lusaka | lilayi,https://sakilahomes.com/post/776/1-bedroom-lilayi-k5000/
Flat,K4500,1,,Lusaka | silverest,https://sakilahomes.com/post/777/1-bedroom--silverest-k4500/
house,K7500,3,,Lusaka | chalala,https://sakilahomes.com/post/778/3-bedroom--chalala-k7500/
Flat,K4500,2,,Lusaka | waterfall,https://sakilahomes.com/post/779/2-bedroom-waterfalls-k4500/
Flat,K8000,3,,Lusaka | kalundu,https://sakilahomes.com/post/781/3-bedrooms-kalundu-k8000/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/782/2-bedrooms-chalala-k5000/
Flat,K8600,3,,Lusaka | ibex hill,https://sakilahomes.com/post/783/3-bedrooms-ibex-hill-k8600/
Flat,K7000,4,,Lusaka | chalala,https://sakilahomes.com/post/785/4-bedroom-chalala-k7000/
Flat,K5000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/787/2-bedroom-ibex-k5000/
Flat,K5500,3,,Lusaka | chalala,https://sakilahomes.com/post/788/3-bedroom--chalala-k5500/
Flat,K4000,2,,Lusaka | meanwood,https://sakilahomes.com/post/790/2-bedrooms-meanwood-kwamwena-k4000/
Flat,K5500,2,,Lusaka | lilayi,https://sakilahomes.com/post/791/2-bedrooms-lilayi-k5500/
Flat,K4000,1,,Lusaka | silverest,https://sakilahomes.com/post/792/1-bedroom-silverest-k4000/
Flat,K8800,3,,Lusaka | Northmead,https://sakilahomes.com/post/793/3-bedroom-northmead-k8800/
Flat,K4500,1,,Lusaka | meanwood,https://sakilahomes.com/post/794/1-bedroom-meanwood-k4500/
Flat,K7000,2,,Lusaka | makeni,https://sakilahomes.com/post/795/2-bedroom--makeni--k7000/
Flat,K4500,3,,Lusaka | chalala,https://sakilahomes.com/post/796/3-bedrooms-chalala-k4500/
Flat,K4500,2,,Lusaka | silverest,https://sakilahomes.com/post/797/2-bedrooms-silverest-k4500/
Flat,K5000,1,,Lusaka | silverest,https://sakilahomes.com/post/798/1-bedroom-silverest-k5000/
Flat,K8000,2,,Lusaka | salama park,https://sakilahomes.com/post/799/2-bedroom--salama-park--k8000/
Flat,K4500,2,,Lusaka | avondale,https://sakilahomes.com/post/800/2-bedroom--avondale--k4500/
Flat,K7000,2,,Lusaka | makeni,https://sakilahomes.com/post/801/2-bedroom--makeni--k7000/
house,K8900,3,,Lusaka | chalala,https://sakilahomes.com/post/819/3-bedroom--chalala-k8900/
Flat,K3500,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/820/2-bedroom--meanwood--k3500/
Flat,K5500,2,,Lusaka | makeni,https://sakilahomes.com/post/821/2-bedroom--makeni---k5500/
Flat,K6500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/823/2-bedrooms-ibex-hill-k6500/
house,K7000,3,,Lusaka | new kasama,https://sakilahomes.com/post/824/3-bedrooms-new-kasama-k7000/
Cottage,K3200,1,,Lusaka | chalala,https://sakilahomes.com/post/825/bedsitter-chalala-k3200-/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/826/2-bedrooms-chalala-k4000/
Flat,K3000,1,,Lusaka | chamba valley,https://sakilahomes.com/post/827/1-bedroom-chamba-valley-k3000/
Flat,K6500,2,,Lusaka | kalundu,https://sakilahomes.com/post/828/2-bedrooms-kalundu-k6500/
house,K7500,3,,Lusaka | meanwood,https://sakilahomes.com/post/829/3-bedroom-meanwood--k7500/
Flat,K6500,2,,Lusaka | makeni,https://sakilahomes.com/post/830/2-bedroom--makeni--k6500/
Flat,K4500,1,,Lusaka | makeni,https://sakilahomes.com/post/831/1-bedroom--makeni--k-4500/
Flat,K6000,2,,Lusaka | silverest,https://sakilahomes.com/post/832/2-bedroom--silverest--k6000/
Flat,K3500,2,,Lusaka | chamba valley,https://sakilahomes.com/post/834/2-bedroom--chamba-valley-k3500/
Flat,K9000,3,,Lusaka | salama park,https://sakilahomes.com/post/835/3-bedrooms-salama-park-k9000/
Flat,K7500,3,,Lusaka | meanwood,https://sakilahomes.com/post/836/3-bedrooms-meanwood-ibex-k7500/
Flat,K5000,2,,Lusaka | chamba valley,https://sakilahomes.com/post/837/2-bedrooms-chamba-valley-k5000/
house,K3500,1,,Lusaka | avondale,https://sakilahomes.com/post/838/1-bedroom--avondale--k3500/
Flat,K9500,3,,Lusaka | lilayi,https://sakilahomes.com/post/839/3-bedroom--lilayi--k9500/
Flat,K8500,2,,Lusaka | lilayi,https://sakilahomes.com/post/840/2-bedroom--lilayi--k8500/
Flat,K3000,1,,Lusaka | chalala,https://sakilahomes.com/post/841/1-bedroom-chalala-k3000/
Flat,K7000,3,,Lusaka | meanwood,https://sakilahomes.com/post/842/3-bedrooms-meanwood-ibex-k7000/
Flat,K4500,2,,Lusaka | lilayi,https://sakilahomes.com/post/843/2-bedrooms-lilayi-k4500/
Flat,K7500,3,,Lusaka | makeni,https://sakilahomes.com/post/844/3-bedroom--makeni--k7500/
Flat,K7000,3,,Lusaka | silverest,https://sakilahomes.com/post/845/3-bedroom--silverest---k7000/
Flat,K6000,3,,Lusaka | avondale,https://sakilahomes.com/post/846/3-bedroom--avondale--k6000/
Flat,K4500,2,,Lusaka | chalala,https://sakilahomes.com/post/847/2-bedrooms-chalala-k4500/
Flat,K5000,2,,Lusaka | foxdale,https://sakilahomes.com/post/848/2-bedrooms-foxdale-k5000/
house,K5000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/849/3-bedrooms-meanwood-ndeke-k5000/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/850/2-bedroom--chalala-k6000/
Flat,K3900,2,,Lusaka | chalala,https://sakilahomes.com/post/851/2-bedroom--chalala-k3900/
Flat,K3000,1,,Lusaka | chalala,https://sakilahomes.com/post/852/1-bedroom--chalala--k3000/
Flat,K4500,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/854/3-bedrooms-meanwood-ndeke-k4500/
Flat,K3500,1,,Lusaka | munali,https://sakilahomes.com/post/855/1-bedroom-chudleigh-k3500/
house,K9000,3,,Lusaka | foxdale,https://sakilahomes.com/post/873/3-bedrooms-foxdale-k9000/
Flat,K4000,1,,Lusaka | meanwood,https://sakilahomes.com/post/874/1-bedroom--ibex--k4000/
house,K6000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/875/3-bedroom--meanwood--k6000/
Flat,K8900,3,,Lusaka | chalala,https://sakilahomes.com/post/876/3-bedroom--chalala-k8900/
Flat,K4500,2,,Lusaka | lilayi,https://sakilahomes.com/post/877/2-bedrooms-lilayi-k4500/
house,K4500,2,,Lusaka | libala-south,https://sakilahomes.com/post/878/2-bedrooms-libala-south-k4500/
Flat,K6500,3,,Lusaka | chalala,https://sakilahomes.com/post/879/3-bedrooms-chalala-k6500/
house,K5000,2,,Lusaka | libala-south,https://sakilahomes.com/post/880/2-bedroom--libala-south--k5000/
house,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/881/3-bedroom--chalala-k6000/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/882/2-bedroom--chalala--k4000/
Cottage,K2000,1,,Lusaka | libala-south,https://sakilahomes.com/post/883/1-bedroom--libala-south--k2000/
boarding_house,K1000,4,,Lusaka | kabwata,https://sakilahomes.com/post/884/female-bed-space--kabwata--k1000/
Flat,K3000,1,,Lusaka | Cheston,https://sakilahomes.com/post/885/1-bedroom--chelstone-.-k3000/
Cottage,K2600,1,,Lusaka | lilayi,https://sakilahomes.com/post/886/bedsitter-lilayi-k2600/
Cottage,K2500,1,,Lusaka | lilayi,https://sakilahomes.com/post/887/bedsitter-lilayi-k2500/
Flat,K8000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/888/3-bedrooms-ibex-hill-k8000/
Flat,K4500,2,,Lusaka | meanwood,https://sakilahomes.com/post/889/2-bedrooms-meanwood-kwamwena-k4500/
Flat,K3500,1,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/890/1-bedroom-meanwood-mutumbi-k3500/
Flat,K6500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/891/2-bedrooms-ibex-hill-k6500/
Flat,K6500,2,,Lusaka | silverest,https://sakilahomes.com/post/892/2-bedrooms-silverest-k6500/
Flat,K4000,2,,Lusaka | meanwood,https://sakilahomes.com/post/893/2-bedrooms-meanwood-vorna-valley-k4000/
Flat,K5000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/895/2-bedrooms-meanwood-mutumbi-k5000/
Flat,K8500,2,,Lusaka | avondale,https://sakilahomes.com/post/896/2-bedroom-.-avondale--k8500/
Flat,K9500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/897/2-bedroom--ibex-hill--k9500/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/898/2-bedroom--chalala-k6000/
house,K5000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/899/3-bedrooms-meanwood-mutumbi-k5000/
Flat,K4500,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/900/2-bedrooms-meanwood-ndeke-k4500/
Flat,K5500,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/901/2-bedrooms-meanwood-mutumbi--k5500/
Flat,K8500,3,,Lusaka | makeni,https://sakilahomes.com/post/902/3bedroom--makeni--k8500/
Flat,K6500,2,,Lusaka | waterfall,https://sakilahomes.com/post/903/2-bedroom--waterfalls--k6500/
Flat,K5500,2,,Lusaka | new kasama,https://sakilahomes.com/post/904/2-bedroom--new-kasama-k5500/
Flat,K4000,3,,Lusaka | Cheston,https://sakilahomes.com/post/905/3-bedrooms-chelstone-k4000/
Flat,K6000,2,,Lusaka | libala-south,https://sakilahomes.com/post/906/2-bedrooms-libala-south-k6000/
Flat,K7000,2,,Lusaka | new kasama,https://sakilahomes.com/post/907/2-bedrooms-new-kasama-k7000/
house,K4000,3,,Lusaka | waterfall,https://sakilahomes.com/post/925/3-bedrooms-waterfalls-k4000/
Flat,K6500,2,,Lusaka | chamba valley,https://sakilahomes.com/post/926/2-bedrooms-chamba-valley-k6500/
Flat,K3000,1,,Lusaka | chilenje,https://sakilahomes.com/post/927/1-bedroom-chilenje-k3000/
house,K5500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/928/2-bedrooms-ibex-hill-k5500/
Office_Space,K8500,4,,Lusaka | libala-south,https://sakilahomes.com/post/929/office-space-libala-k8500/
Flat,K5000,2,,Lusaka | avondale,https://sakilahomes.com/post/930/2-bedrooms-avondale-k5000/
Flat,K4000,3,,Lusaka | chalala,https://sakilahomes.com/post/932/3-bedrooms-chalala-k4000/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/933/2-bedrooms-chalala-k6000/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/934/2-bedrooms-chalala-k4000/
Flat,K6500,3,,Lusaka | chalala,https://sakilahomes.com/post/935/3-bedrooms-chalala-k6500/
Flat,K8500,3,,Lusaka | woodlands,https://sakilahomes.com/post/936/3-bedrooms-woodlands-k8500/
house,K8000,3,,Lusaka | salama park,https://sakilahomes.com/post/938/3-bedrooms-salama-park-k8000/
Flat,K6500,2,,Lusaka | woodlands,https://sakilahomes.com/post/939/2-bedroom--woodlands--k6500/
house,K8000,3,,Lusaka | new kasama,https://sakilahomes.com/post/940/3-bedroom--new-kasama--k8000/
Flat,K7000,3,,Lusaka | woodlands,https://sakilahomes.com/post/943/3-bedrooms-woodlands-k7000/
Flat,K8000,3,,Lusaka | meanwood,https://sakilahomes.com/post/944/3-bedrooms-meanwood-kwamwena-k8000/
house,K7500,3,,Lusaka | chalala,https://sakilahomes.com/post/946/3-bedrooms-chalala--k7500/
boarding_house,K700,3,,Lusaka | kaunda_square,https://sakilahomes.com/post/947/boarding-house--kaunda-square-stage-2--k700/
Flat,K5000,2,,Lusaka | new kasama,https://sakilahomes.com/post/948/2-bedroom--new-kasama--k5000/
Flat,K7500,3,,Lusaka | lilayi,https://sakilahomes.com/post/950/3-bedroom--lilayi--k7500/
Flat,K4300,1,,Lusaka | avondale,https://sakilahomes.com/post/951/1-bedroom-avondale--k4300-/
Flat,K3500,2,,Lusaka | chalala,https://sakilahomes.com/post/952/2-bedroom--chalala-k3500/
Flat,K5500,3,,Lusaka | chalala,https://sakilahomes.com/post/953/3-bedroom--chalala-k5500/
house,K8000,3,,Lusaka | chalala,https://sakilahomes.com/post/954/3-bedroom--chalala-k8000/
Flat,K4750,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/955/2-bedrooms-meanwood-mutumbi-k4750/
Flat,K5500,2,,Lusaka | chalala,https://sakilahomes.com/post/956/2-bedrooms-chalala-k5500/
boarding_house,K1350,3,,Lusaka | chalala,https://sakilahomes.com/post/957/boarding-house--chalala-k1350/
boarding_house,K920,1,,Lusaka | kabwata,https://sakilahomes.com/post/958/boarding-house--kabwata--k920/
Flat,K5500,2,,Lusaka | lilayi,https://sakilahomes.com/post/960/2-bedrooms-lilayi-k5500/
Flat,K4750,2,,Lusaka | chalala,https://sakilahomes.com/post/961/2-bedrooms-chalala-k4750/
Flat,K5000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/962/2-bedrooms-meanwood-mutumbi-k5000/
boarding_house,K1300,1,,Lusaka | unza area,https://sakilahomes.com/post/963/boarding-house--unza---k1300/
Flat,K3800,2,,Lusaka | chalala,https://sakilahomes.com/post/964/2-bedrooms-chalala-k3800/
Flat,K6500,2,,Lusaka | libala-south,https://sakilahomes.com/post/965/2-bedroom--libala-south--k6500/
Flat,K6000,2,,Lusaka | avondale,https://sakilahomes.com/post/984/2-bedrooms-avondale-k6000/
Flat,K4500,2,,Lusaka | chalala,https://sakilahomes.com/post/985/2-bedrooms-chalala-k4500/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/986/2-bedrooms--chalala-k5000/
house,K2500,2,,Lusaka | chamba valley,https://sakilahomes.com/post/987/2-bedrooms--chamba-valley--k2500/
Flat,K5300,2,,Lusaka | libala-south,https://sakilahomes.com/post/988/2-bedrooms-libala-south-k5300/
house,K5000,3,,Lusaka | thorn park,https://sakilahomes.com/post/989/3-bedrooms-thorn-park-k5000/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/990/2-bedrooms-chalala-k5000/
Flat,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/991/3-bedrooms--chalala-k6000/
Flat,K1700,1,,Lusaka | makeni,https://sakilahomes.com/post/993/1-bedroom--makeni--1700/
Flat,K4500,1,,Lusaka | kaunda_square,https://sakilahomes.com/post/994/1-bedroom--kaunda-square--k4500/
Flat,K5500,2,,Lusaka | chalala,https://sakilahomes.com/post/995/2-bedroom--chalala-k5500/
boarding_house,K1050,1,,Lusaka | kaunda_square,https://sakilahomes.com/post/996/boarding-house--kaunda-square-k1050/
boarding_house,K1500,1,,Lusaka | kabwata,https://sakilahomes.com/post/997/boarding-house-kabwata--k1500-/
Flat,K4500,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/998/2-bedrooms-meanwood-mutumbi-k4500/
Flat,K4500,2,,Lusaka | chamba valley,https://sakilahomes.com/post/999/2-bedrooms-chamba-valley-k4500/
Cottage,K3000,1,,Lusaka | ibex hill,https://sakilahomes.com/post/1000/bedsitter-ibex-hill-k3000/
Office_Space,K4500,1,,Lusaka | ibex hill,https://sakilahomes.com/post/1001/office-space-ibex-hill-k4500/
Flat,K7000,3,,Lusaka | makeni,https://sakilahomes.com/post/1003/3-bedrooms-makeni-k7000/
Flat,K7000,2,,Lusaka | makeni,https://sakilahomes.com/post/1004/2-bedrooms-makeni-k7000/
Flat,K5000,2,,Lusaka | lilayi,https://sakilahomes.com/post/1005/2-bedrooms--lilayi--k5000/
Flat,K3000,1,,Lusaka | chilenje,https://sakilahomes.com/post/1006/1-bedroom--chilenje--k3000/
Flat,K6000,2,,Lusaka | woodlands,https://sakilahomes.com/post/1007/2-bedroom--woodlands--k6000/
boarding_house,K1400,1,,Lusaka | mutendere,https://sakilahomes.com/post/1008/boarding-house-mtendere-k1400/
house,K3000,2,,Lusaka | libala,https://sakilahomes.com/post/1009/2-bedrooms-libala-k3000/
Flat,K5500,2,,Lusaka | salama park,https://sakilahomes.com/post/1010/2-bedrooms-salama-park-k5500/
Flat,K6000,2,,Lusaka | lilayi,https://sakilahomes.com/post/1011/2-bedrooms--lilayi--k6000/
Flat,K7500,2,,Lusaka | meanwood,https://sakilahomes.com/post/1012/2-bedrooms--ibex--k7500/
Flat,K4000,1,,Lusaka | chalala,https://sakilahomes.com/post/1013/1-bedrooms--chalala--k4000/
Flat,K7500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/1014/2-bedrooms-ibex-hill-k7500/
Flat,K4000,2,,Lusaka | obama,https://sakilahomes.com/post/1015/2-bedrooms-obama-k4000/
Flat,K5000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/1016/2-bedrooms-meanwood-mutumbi-k5000/
Flat,K5500,2,,Lusaka | makeni,https://sakilahomes.com/post/1017/2-bedrooms--makeni--k5500/
Flat,K7000,3,,Lusaka | lilayi,https://sakilahomes.com/post/1018/3-bedrooms--lilayi--k7000/
house,K8000,3,,Lusaka | new kasama,https://sakilahomes.com/post/1019/3-bedroom--new-kasama--k8000/
Flat,K6500,3,,Lusaka | avondale,https://sakilahomes.com/post/1036/3-bedrooms--avondale--k6500/
house,K6000,3,,Lusaka | libala,https://sakilahomes.com/post/1037/3-bedroom--libala--k6000/
Flat,K5500,2,,Lusaka | nipa_area,https://sakilahomes.com/post/1038/2-bedrooms--nipa-area--k5500/
Flat,K6750,2,,Lusaka | woodlands,https://sakilahomes.com/post/1039/2-bedrooms--woodlands--k6750/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/1040/2-bedrooms--chalala--k5000/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/1041/2-bedrooms--chalala--k6000/
boarding_house,K1500,1,,Lusaka | lilayi,https://sakilahomes.com/post/1042/boarding-house--lilayi-k1500/
Flat,K4000,2,,Lusaka | foxdale,https://sakilahomes.com/post/1043/2-bedrooms-foxdale-k4000/
Flat,K6000,2,,Lusaka | silverest,https://sakilahomes.com/post/1044/2-bedrooms-silverest-k6000/
Flat,K9000,2,,Lusaka | foxdale,https://sakilahomes.com/post/1045/2-bedrooms-foxdale-k9000/
Flat,K5000,3,,Lusaka | lilayi,https://sakilahomes.com/post/1046/3-bedrooms-lilayi-k5000/
Flat,K7000,3,,Lusaka | meanwood,https://sakilahomes.com/post/1047/3-bedrooms-meanwood-ibex-k7000/
Flat,K6000,2,,Lusaka | makeni,https://sakilahomes.com/post/1048/2-bedrooms-makeni-k6000/
