Type,Price/m,Bedrooms,Location,Area,URL
Flat,K9500,2,,Lusaka | salama park,https://sakilahomes.com/post/1022/2-bedrooms-salama-park-k9500/
house,K5000,3,,Lusaka | chalala,https://sakilahomes.com/post/1023/3-bedroom--chalala-k5000/
Flat,K6000,4,,Lusaka | chalala,https://sakilahomes.com/post/1024/4-bedrooms--chalala-k6000/
Flat,K6500,3,,Lusaka | salama park,https://sakilahomes.com/post/1025/3-bedrooms--salama-park--k6500/
Flat,K4500,1,,Lusaka | woodlands,https://sakilahomes.com/post/1026/1-bedroom-woodlands-k4500/
house,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/1027/3-bedrooms-chalala--k6000/
Flat,K4500,2,,Lusaka | meanwood,https://sakilahomes.com/post/1028/2-bedrooms-meanwood-kwamwena-k4500/
Flat,K5500,3,,Lusaka | chalala,https://sakilahomes.com/post/1029/3-bedrooms--chalala--k5500/
Flat,K7000,2,,Lusaka | makeni,https://sakilahomes.com/post/1030/2-bedrooms--makeni--k7000/
Flat,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/1031/3-bedroom--chalala--k6000/
Flat,K6500,2,,Lusaka | libala-south,https://sakilahomes.com/post/1032/2-bedrooms-libala-south-k6500/
Flat,K7500,2,,Lusaka | olympia,https://sakilahomes.com/post/1033/3-bedrooms-olympia-k7500/
house,K4500,1,,Lusaka | chalala,https://sakilahomes.com/post/1034/1-bedroom-chalala-k4500/
Flat,K7000,2,,Lusaka | lilayi,https://sakilahomes.com/post/1035/2-bedroom--lilayi--k7000/
boarding_house,K1600,1,,Lusaka | munali,https://sakilahomes.com/post/966/boarding-house-jesmondine-k1600/
Flat,K6000,3,,Lusaka | lilayi,https://sakilahomes.com/post/967/3-bedrooms-lilayi-k6000/
Flat,K6000,3,,Lusaka | silverest,https://sakilahomes.com/post/968/3-bedrooms--silverest-k6000/
house,K4300,2,,Lusaka | lilayi,https://sakilahomes.com/post/969/2-bedrooms--lilayi--k4300/
Flat,K8000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/970/2-bedrooms-ibex-hill-k8000/
Flat,K9000,3,,Lusaka | salama park,https://sakilahomes.com/post/971/3-bedrooms-salama-park-k9000/
Flat,K3800,2,,Lusaka | chalala,https://sakilahomes.com/post/972/2-bedrooms--chalala-k3800/
house,K2500,1,,Lusaka | kamwala south,https://sakilahomes.com/post/973/1-bedroom--kamwala-south--k2500/
boarding_house,K1000,1,,Lusaka | kalingalinga,https://sakilahomes.com/post/974/boarding-house--kalingalinga-k1000/
Flat,K6500,2,,Lusaka | phi area,https://sakilahomes.com/post/977/2-bedrooms--phi--k6500/
Flat,K6500,3,,Lusaka | libala-south,https://sakilahomes.com/post/978/3-bedroom--libala-south--k6500/
house,K6500,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/979/2-bedrooms-meanwood-mutumbi-k6500/
Flat,K4000,1,,Lusaka | avondale,https://sakilahomes.com/post/980/1-bedroom-avondale-k4000/
Flat,K8000,3,,Lusaka | meanwood,https://sakilahomes.com/post/981/3-bedrooms-meanwood-kwamwena-k8000/
Flat,K5500,4,,Lusaka | avondale,https://sakilahomes.com/post/982/4-bedrooms-avondale-k5500/
Flat,K8000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/983/2-bedrooms-ibex-hill-k8000/
Flat,K5000,2,,Lusaka | makeni,https://sakilahomes.com/post/908/2-bedroom--makeni--k5000/
Flat,K4000,2,,Lusaka | lilayi,https://sakilahomes.com/post/909/2-bedrooms-lilayi-k4000/
house,K5000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/911/3-bedrooms-meanwood-ndeke-k5000/
Flat,K6000,2,,Lusaka | salama park,https://sakilahomes.com/post/912/2-bedrooms-salama-park-k6000/
Flat,K6000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/913/3-bedrooms-meanwood-mutumbi-k6000/
Flat,K8000,2,,Lusaka | meanwood,https://sakilahomes.com/post/914/2bedroom--meanwood-k8000/
Flat,K5800,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/915/2-bedroom--meanwood-ndeke--k5800/
Flat,K3200,2,,Lusaka | chalala,https://sakilahomes.com/post/916/2-bedroom--chalala--k3200/
Flat,K3200,4,,Lusaka | kalingalinga,https://sakilahomes.com/post/917/4-bedroom--kalingalinga--k3200/
Flat,K3700,1,,Lusaka | chalala,https://sakilahomes.com/post/918/1-bedroom--chalala--k3700/
house,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/919/3-bedroom--chalala--k6000/
Flat,K7000,3,,Lusaka | chalala,https://sakilahomes.com/post/920/3-bedroom-chalala-k7000/
Flat,K2700,1,,Lusaka | chalala,https://sakilahomes.com/post/921/1-bedroom--chalala-k2700/
Flat,K7000,3,,Lusaka | salama park,https://sakilahomes.com/post/922/3-bedroom--salama-park--k7000/
Flat,K6500,3,,Lusaka | lilayi,https://sakilahomes.com/post/923/3-bedroom--lilayi-k6500/
Flat,K5500,2,,Lusaka | lilayi,https://sakilahomes.com/post/924/2-bedroom--lilayi--k5500/
Flat,K5500,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/856/3-bedrooms-meanwood-mutumbi-k5500/
Flat,K8000,3,,Lusaka | lilayi,https://sakilahomes.com/post/857/3-bedroom--lilayi--k8000/
Flat,K6500,2,,Lusaka | lilayi,https://sakilahomes.com/post/858/2-bedroom--lilayi-k6500/
Flat,K4500,2,,Lusaka | lilayi,https://sakilahomes.com/post/859/2-bedroom--lilayi--k4500/
Flat,K7500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/860/2-bedrooms-ibex-hill-k7500/
Flat,K8900,3,,Lusaka | new kasama,https://sakilahomes.com/post/861/3-bedrooms-new-kasama--k8900/
boarding_house,K1500,1,,Lusaka | silverest,https://sakilahomes.com/post/862/boarding-house-silverest-k1500/
Flat,K8800,3,,Lusaka | Northmead,https://sakilahomes.com/post/863/3-bedroom--northmead-k8800/
Cottage,K3000,1,,Lusaka | ibex hill,https://sakilahomes.com/post/865/1-bedroom--ibex--k3000/
house,K9000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/866/3-bedroom--ibex-hill--k9000/
Flat,K6500,2,,Lusaka | avondale,https://sakilahomes.com/post/867/2-bedrooms-waterfalls-k6500/
Flat,K6500,2,,Lusaka | chalala,https://sakilahomes.com/post/868/2-bedrooms-chalala-k6500/
house,K8000,4,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/869/4-bedrooms-meanwood-ndeke--k8000/
Flat,K2500,1,,Lusaka | libala-south,https://sakilahomes.com/post/870/1-bedroom--libala-south--k2500/
Flat,K6000,2,,Lusaka | chalala,https://sakilahomes.com/post/871/2-bedrooms-chalala-k6000/
Flat,K6000,3,,Lusaka | avondale,https://sakilahomes.com/post/872/3-bedrooms-avondale-k6000/
Cottage,K3500,1,,Lusaka | kabwata,https://sakilahomes.com/post/802/bedsitter-kabwata--k3500/
house,K6000,2,,Lusaka | libala-south,https://sakilahomes.com/post/803/2-bedroom--libala-south--k6000/
Flat,K7500,3,,Lusaka | meanwood,https://sakilahomes.com/post/804/3-bedrooms-meanwood-vorna-valley-k7500/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/805/2-bedroom--chalala--k5000/
house,K4500,2,,Lusaka | kamwala south,https://sakilahomes.com/post/806/2-bedrooms-kamwala-south-k4500/
Flat,K7000,3,,Lusaka | makeni,https://sakilahomes.com/post/807/3-bedroom--makeni--k7000/
Flat,K5500,2,,Lusaka | chalala,https://sakilahomes.com/post/808/2-bedrooms-chalala-k5500/
house,K9000,3,,Lusaka | woodlands,https://sakilahomes.com/post/809/3-bedrooms-nyumba-yanga-k9000/
Flat,K6500,1,,Lusaka | ibex hill,https://sakilahomes.com/post/810/1-bedroom-ibex-hill-k6500/
Flat,K8500,4,,Lusaka | lilayi,https://sakilahomes.com/post/811/4-bedrooms-lilayi-k8500/
Flat,K6000,3,,Lusaka | makeni,https://sakilahomes.com/post/813/3-bedroom-makeni-k6000/
house,K7000,1,,Lusaka | salama park,https://sakilahomes.com/post/814/1-bedroom--salama-park-k7000/
house,K6000,3,,Lusaka | avondale,https://sakilahomes.com/post/815/3-bedroom--avondale--k6000/
Flat,K5500,2,,Lusaka | lilayi,https://sakilahomes.com/post/816/2-bedrooms-lilayi-k5500/
house,K5000,3,,Lusaka | chalala,https://sakilahomes.com/post/817/3-bedrooms-chalala-k5000/
house,K6000,4,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/818/4-bedrooms-meanwood-mutumbi-k6000/
house,K7500,3,,Lusaka | chalala,https://sakilahomes.com/post/743/3-bedrooms-chalala-k7500/
Flat,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/744/3-bedrooms-chalala-k6000/
house,K5500,1,,Lusaka | lilayi,https://sakilahomes.com/post/745/1-bedroom--lilayi-k5500/
house,K5500,3,,Lusaka | Cheston,https://sakilahomes.com/post/746/3-bedroom--chelstone--k5500/
house,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/747/2-bedroom--chalala--k5000+2/
Flat,K5000,2,,Lusaka | meanwood,https://sakilahomes.com/post/748/2-bedrooms-meanwood-vorna-valley-k5000/
Flat,K8000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/750/3-bedrooms-ibex-hill-k8000/
house,K5000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/751/3-bedrooms-meanwood-mutumbi-k5000/
Flat,K7500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/752/2bedroom--ibex-hill--k7500/
Flat,K5500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/754/2bedroom--ibex--k5500/
house,K6500,1,,Lusaka | roma,https://sakilahomes.com/post/755/1-bedroom--roma-k6500/
house,K7000,3,,Lusaka | lilayi,https://sakilahomes.com/post/756/3-bedrooms-lilayi-k7000/
Flat,K4500,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/757/2-bedrooms-meanwood-mutumbi-k4500/
Flat,K4000,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/758/2-bedroom--meanwood-k4000/
Flat,K6500,3,,Lusaka | makeni,https://sakilahomes.com/post/759/3-bedroom--makeni--k6500/
Flat,K4000,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/761/2-bedrooms-meanwood-ndeke-k4000/
house,K10000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/693/2-bedrooms-ibex-hill-k10000/
Flat,K7000,2,,Lusaka | meanwood,https://sakilahomes.com/post/694/2-bedrooms-meanwood-vorna-valley-k7000/
Flat,K6200,2,,Lusaka | ibex hill,https://sakilahomes.com/post/695/2-bedroom-ibex-hill-k6200/
boarding_house,K1300,2,,Lusaka | lilayi,https://sakilahomes.com/post/696/boarding-house--lilayi-k1300/
house,K7000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/697/3-bedroom-ndeke-meanwood--k7000/
house,K7000,2,,Lusaka | avondale,https://sakilahomes.com/post/698/2-bedroom-avondale-k7000/
house,K25000,4,,Lusaka | ibex hill,https://sakilahomes.com/post/699/5-bedrooms-ibex-hill-k25000/
Flat,K9500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/700/3-bedrooms-ibex-hill-k9500/
Flat,K6500,3,,Lusaka | salama park,https://sakilahomes.com/post/701/3-bedrooms-salama-park-k6500/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/702/2-bedroom-apex-chalala-k5000/
Flat,K5500,2,,Lusaka | chalala,https://sakilahomes.com/post/703/2-bedroom-chalala-k5500/
Flat,K6000,2,,Lusaka | salama park,https://sakilahomes.com/post/704/2-bedroom-salama-park-k6000/
Flat,K4000,2,,Lusaka | avondale,https://sakilahomes.com/post/705/2-bedrooms-avondale-k4000/
Flat,K6500,3,,Lusaka | salama park,https://sakilahomes.com/post/706/3-bedrooms-salama-park-k6500/
house,K15000,4,,Lusaka | ibex hill,https://sakilahomes.com/post/707/4-bedrooms-ibex-hill-k15000/
Flat,K12000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/708/3-bedrooms-ibex-hill-k12000/
lodge,K400,1,,Lusaka | Northmead,https://sakilahomes.com/post/640/lodge-verdi-lodge-starts-from-k400/
Flat,K7500,2,,Lusaka | silverest,https://sakilahomes.com/post/641/2-bedrooms-silverest-k7500/
Flat,K10000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/642/3-bedrooms-ibex-hill-k10000/
Flat,K5500,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/643/3-bedrooms-meanwood-mutumbi-k5500/
Flat,K15000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/644/3-bedrooms-ibex-hill-k15000/
Flat,K5000,3,,Lusaka | chalala,https://sakilahomes.com/post/645/3-bedrooms-chalala-k5000/
Flat,K7000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/647/3-bedrooms-ibex-hill-k7000/
Flat,K8000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/648/3-bedrooms-meanwood-mutumbi-k8000/
house,K15000,3,,Lusaka | salama park,https://sakilahomes.com/post/649/3-bedrooms-salama-park-k15000/
Flat,K8000,3,,Lusaka | roma,https://sakilahomes.com/post/650/3-bedrooms-roma-k8000/
lodge,K350,1,,Lusaka | chalala,https://sakilahomes.com/post/651/lodge-olapam-lodge-starts-from-k350/
house,K20000,3,,Lusaka | munali,https://sakilahomes.com/post/652/3-bedrooms-jesmondine-k20000/
Flat,K10000,2,,Lusaka | new kasama,https://sakilahomes.com/post/653/2-bedrooms-new-kasama-k10000/
house,K10000,4,,Lusaka | munali,https://sakilahomes.com/post/655/4-bedrooms-chudleigh-k10000/
house,K22000,4,,Lusaka | avondale,https://sakilahomes.com/post/656/4-bedrooms-avondale-k22000/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/657/2-bedrooms-chalala-k5000/
Flat,K8500,2,,Lusaka | Northmead,https://sakilahomes.com/post/585/2-bedrooms-rhodes-park-k8500/
house,K13000,4,,Lusaka | ibex hill,https://sakilahomes.com/post/586/4-bedrooms-ibex-hill-k13000/
house,K13000,4,,Lusaka | salama park,https://sakilahomes.com/post/587/4-bedrooms-salama-park-k13000/
Flat,K8500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/588/3-bedrooms-ibex-hill-k8500/
Flat,K8500,2,,Lusaka | munali,https://sakilahomes.com/post/589/2-bedrooms-chudleigh-k8500/
house,K9500,3,,Lusaka | kabulonga,https://sakilahomes.com/post/590/3-bedrooms-kabulonga-k9500/
Flat,K6500,2,,Lusaka | kabulonga,https://sakilahomes.com/post/591/2-bedrooms-kabulonga-k6500/
Flat,K15000,4,,Lusaka | ibex hill,https://sakilahomes.com/post/592/4-bedrooms-ibex-hill-k15000/
house,K20000,3,,Lusaka | kabulonga,https://sakilahomes.com/post/593/3-bedrooms-kabulonga-k20000/
Flat,K5000,2,,Lusaka | chalala,https://sakilahomes.com/post/594/2-bedrooms-chalala-k5000/
Flat,K6000,2,,Lusaka | libala-south,https://sakilahomes.com/post/595/2-bedrooms-libala-south-k6000/
Flat,K10000,2,,Lusaka | kabulonga,https://sakilahomes.com/post/596/2-bedrooms-kabulonga-k10000/
Flat,K8500,2,,Lusaka | kalundu,https://sakilahomes.com/post/597/2-bedrooms-kalundu-k8500/
Flat,K5000,3,,Lusaka | silverest,https://sakilahomes.com/post/598/3-bedrooms-silverest-k5000/
Flat,K12000,2,,Lusaka | roma,https://sakilahomes.com/post/599/2-bedrooms-roma-k12000/
Flat,K5800,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/600/2-bedrooms-meanwood-ndeke-k5800/
Flat,K5500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/531/3-bedrooms-bauleni-k5500/
Flat,K11000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/532/3-bedrooms-ibex-hill-k11000/
Flat,K3000,1,,Lusaka | woodlands,https://sakilahomes.com/post/533/1-bedroom-chilenje--k3000/
Cottage,K2150,1,,Lusaka | chalala,https://sakilahomes.com/post/534/bedsitter-chalala-k2150/
Flat,K5000,2,,Lusaka | woodlands,https://sakilahomes.com/post/535/2-bedrooms-woodlands-k5000/
Flat,K3500,2,,Lusaka | chalala,https://sakilahomes.com/post/536/2-bedrooms-chalala-k3500/
house,K5500,3,,Lusaka | woodlands,https://sakilahomes.com/post/537/3-bedrooms-woodlands-k5500/
house,K6000,3,,Lusaka | chalala,https://sakilahomes.com/post/538/3-bedrooms-chalala-k6000/
house,K7000,2,,Lusaka | levy_area,https://sakilahomes.com/post/539/2-bedrooms-phi-k7000/
Cottage,K2900,1,,Lusaka | woodlands,https://sakilahomes.com/post/540/1-bedroom-chilenje--k2900/
Flat,K6000,3,,Lusaka | lilayi,https://sakilahomes.com/post/541/3-bedrooms-lilayi-k6000/
Flat,K5700,2,,Lusaka | woodlands,https://sakilahomes.com/post/542/2-bedrooms-woodlands-k5700/
Cottage,K3000,1,,Lusaka | woodlands,https://sakilahomes.com/post/543/1-bedroom-chilenje--k3000/
Flat,K5000,1,,Lusaka | chalala,https://sakilahomes.com/post/544/3-bedrooms-chalala-k5000/
Flat,K4000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/546/2-bedrooms-ibex-hill-k4000/
Flat,K9000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/547/2-bedrooms-ibex-hill-k9000/
boarding_house,K1600,1,,Lusaka | kabwata,https://sakilahomes.com/post/477/boarding-house-kabwata-k1600/
Flat,K12000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/478/3-bedrooms-ibex-hill-k12000/
Flat,K4500,2,,Lusaka | Cheston,https://sakilahomes.com/post/479/2-bedrooms-chelstone-k4500/
Flat,K4000,2,,Lusaka | Cheston,https://sakilahomes.com/post/480/2-bedrooms-chelstone-k4000/
Flat,K4500,2,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/481/2-bedrooms-meanwood-ndeke-k4500/
Flat,K4500,2,,Lusaka | lilayi,https://sakilahomes.com/post/482/2-bedrooms-lilayi-k4500/
Flat,K6000,1,,Lusaka | chalala,https://sakilahomes.com/post/483/3-bedrooms-chalala-k6000/
house,K12500,4,,Lusaka | new kasama,https://sakilahomes.com/post/484/4-bedrooms-new-kasama--k12500/
Flat,K5000,2,,Lusaka | new kasama,https://sakilahomes.com/post/485/2-bedrooms-new-kasama-k5000/
Flat,K6000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/486/2-bedrooms-ibex-hill-k6000/
Cottage,K3700,1,,Lusaka | woodlands,https://sakilahomes.com/post/487/1-bedroom-woodlands-k3700/
house,K10000,5,,Lusaka | chalala,https://sakilahomes.com/post/488/6-bedrooms-chalala-k10000/
Flat,K8500,3,,Lusaka | salama park,https://sakilahomes.com/post/489/3-bedrooms-salama-park-k8500/
house,K23000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/490/3-bedrooms-ibex-hill-k23000/
Flat,K12000,3,,Lusaka | avondale,https://sakilahomes.com/post/491/3-bedrooms-avondale-k12000/
Flat,K13000,3,,Lusaka | munali,https://sakilahomes.com/post/493/3-bedrooms-chudleigh-k13000/
house,K11000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/419/3-bedrooms-meanwood-mutumbi-k11000/
Flat,K18000,3,,Lusaka | ibex hill,https://sakilahomes.com/post/420/3-bedrooms-ibex-hill-k18000/
Flat,K6000,2,,Lusaka | new kasama,https://sakilahomes.com/post/421/2-bedrooms-new-kasama-k6000/
Flat,K8500,3,,Lusaka | roma,https://sakilahomes.com/post/422/3-bedrooms-foxdale-k8500/
Flat,K6500,3,,Lusaka | roma,https://sakilahomes.com/post/423/3-bedrooms-meanwood-ndeke-/
Flat,K3500,2,,Lusaka | Cheston,https://sakilahomes.com/post/424/2-bedrooms-chelstone-k3500/
Flat,K6000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/425/2-bedrooms-ibex-hill-k6000/
Flat,K25000,3,,Lusaka | Northmead,https://sakilahomes.com/post/426/3-bedrooms-rhodes-park-k2500/
Flat,K8000,2,,Lusaka | roma,https://sakilahomes.com/post/427/2-bedrooms-roma-k8000/
house,K4000,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/428/3-bedrooms-meanwood-ndeke-k4000/
house,K15000,2,,Lusaka | roma,https://sakilahomes.com/post/429/2-bedrooms-roma-k15000/
Flat,K5000,3,,Lusaka | chalala,https://sakilahomes.com/post/430/3-bedrooms-chalala-k5000/
house,K15000,3,,Lusaka | woodlands,https://sakilahomes.com/post/431/3-bedrooms-woodlands-k15000/
house,K4500,3,,Lusaka | meanwood ndeke,https://sakilahomes.com/post/432/3-bedrooms-meanwood-ndeke-k4500/
Flat,K7000,3,,Lusaka | salama park,https://sakilahomes.com/post/433/3-bedrooms-salama-park-k7000/
Flat,K7500,2,,Lusaka | ibex hill,https://sakilahomes.com/post/434/2-bedrooms-ibex-hill-k7500/
house,K5500,2,,Lusaka | lilayi,https://sakilahomes.com/post/368/2-bedrooms-lilayi-k5500/
house,K13500,4,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/369/4-bedrooms-chamba-valley-k13500/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/370/2-bedrooms-chalala-k4000/
house,K7000,3,,Lusaka | new kasama,https://sakilahomes.com/post/371/3-bedrooms-new-kasama-k7000/
Flat,K7500,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/372/2-bedrooms-chamba-valley-k7500/
Flat,K6000,3,,Lusaka | silverest,https://sakilahomes.com/post/373/3-bedrooms-silverest-k6000/
house,K4500,3,,Lusaka | waterfall,https://sakilahomes.com/post/374/3-bedrooms-waterfalls-k4500/
house,K8000,3,,Lusaka | Cheston,https://sakilahomes.com/post/375/3-bedrooms-chelstone-k8000/
Cottage,K2500,1,,Lusaka | avondale,https://sakilahomes.com/post/376/bedsitter-avondale-k2500/
house,K5000,3,,Lusaka | Cheston,https://sakilahomes.com/post/377/3-bedrooms-chelstone-k5000/
Flat,K8500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/378/3-bedrooms-ibex-hill-k8500/
house,K4500,3,,Lusaka | Cheston,https://sakilahomes.com/post/379/3-bedrooms-chelstone-k4500/
Flat,K10000,3,,Lusaka | woodlands,https://sakilahomes.com/post/380/3-bedrooms-woodlands-k10000/
house,K4000,3,,Lusaka | Cheston,https://sakilahomes.com/post/381/3-bedrooms-chelstone-k4000/
Flat,K4000,2,,Lusaka | chalala,https://sakilahomes.com/post/382/2-bedrooms-chalala-k4000/
house,K10000,3,,Lusaka | lilayi,https://sakilahomes.com/post/383/3-bedrooms-lilayi-k10000/
Flat,K3800,1,,Lusaka | kabulonga,https://sakilahomes.com/post/307/1-bedroom-kabulonga-k3800/
Flat,K4500,2,,Lusaka | salama park,https://sakilahomes.com/post/308/2-bedrooms-salama-park-k4500/
house,K8000,4,,Lusaka | chalala,https://sakilahomes.com/post/309/4-bedrooms-chalala-k8000/
Flat,K6500,3,,Lusaka | salama park,https://sakilahomes.com/post/310/3-bedrooms-salama-park-k6500/
house,K4000,2,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/311/2-bedrooms-meanwood-mutumbi-k4000/
Flat,K7500,3,,Lusaka | lilayi,https://sakilahomes.com/post/312/3-bedrooms-lilayi-k7500/
Flat,K15000,3,,Lusaka | new kasama,https://sakilahomes.com/post/313/3-bedrooms-new-kasama-k15000/
Flat,K6000,2,,Lusaka | ibex hill,https://sakilahomes.com/post/314/2-bedrooms-ibex-hill-k6000/
Flat,K3000,2,,Lusaka | libala-south,https://sakilahomes.com/post/315/2-bedrooms-libala-k3000/
house,K9000,3,,Lusaka | chalala,https://sakilahomes.com/post/316/3-bedrooms-chalala-k9000/
house,K4000,3,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/317/3-bedrooms-meanwood-mutumbi-k4000/
Flat,K5000,1,,Lusaka | meanwood mutumbi,https://sakilahomes.com/post/318/1-bedroom-meanwood-mutumbi-k5000/
Flat,K6500,3,,Lusaka | new kasama,https://sakilahomes.com/post/319/3-bedrooms-new-kasama-k6500/
house,K4500,3,,Lusaka | Cheston,https://sakilahomes.com/post/320/3-bedrooms-chelstone-k4500/
Flat,K3000,2,,Lusaka | mutendere,https://sakilahomes.com/post/321/2-bedrooms-mtendere-k3000/
house,K2200,1,,Lusaka | mass_media,https://sakilahomes.com/post/322/1-bedroom-mass-media-k2200/
lodge,K500,1,,Lusaka | munali,https://sakilahomes.com/post/252/lodge-down-stream-lodge-starts-from-k500/
lodge,K500,1,,Lusaka | salama park,https://sakilahomes.com/post/253/lodge-honeybed-lodge-starts-from-k500/
lodge,K450,1,,Lusaka | lilayi,https://sakilahomes.com/post/254/lodge-stay-simple-lodge-starts-from-k450/
lodge,K500,1,,Lusaka | munali,https://sakilahomes.com/post/255/lodge-mika-lodge-starts-from-k500/
lodge,K500,1,,Lusaka | lilayi,https://sakilahomes.com/post/256/lodge-the-escape-lodge-starts-from-k500/
lodge,K400,1,,Lusaka | northgates,https://sakilahomes.com/post/257/lodge-twenty-thirty-view-lodge-starts-from-k400/
lodge,K500,1,,Lusaka | northgates,https://sakilahomes.com/post/258/lodge-aceh-executive-lodge-starts-from-k500/
lodge,K350,1,,Lusaka | chalala,https://sakilahomes.com/post/259/lodge-leget-lodge-starts-from-k350/
lodge,K400,1,,Lusaka | kabulonga,https://sakilahomes.com/post/260/lodge-sharon%E2%80%99s-guest-house-starts-from-k400/
lodge,K550,1,,Lusaka | mass_media,https://sakilahomes.com/post/261/lodge-mass-view-lodge-starts-from-k550/
lodge,K700,1,,Lusaka | mass_media,https://sakilahomes.com/post/262/lodge-melsim-lodge-starts-from-k700/
lodge,K350,1,,Lusaka | avondale,https://sakilahomes.com/post/263/lodge-lelesha-guest-house-starts-from-k350/
lodge,K300,1,,Lusaka | matero,https://sakilahomes.com/post/265/lodge-osly-guest-house-starts-from-k300/
lodge,K850,1,,Lusaka | munali,https://sakilahomes.com/post/266/lodge-the-still-waters-lodge-starts-from-k850/
house,K6700,3,,Lusaka | kamwala south,https://sakilahomes.com/post/268/3-bedrooms-kamwala-south-k6700/
house,K9500,3,,Lusaka | ibex hill,https://sakilahomes.com/post/269/3-bedrooms-ibex-hill-k9500/
boarding_house,K700,1,,Lusaka | unza area,https://sakilahomes.com/post/197/boarding-house-unza-area-k700/
house,K1100000,3,,Lusaka | lilayi,https://sakilahomes.com/post/198/house-for-sale-lilayi-k1.1-million/
Flat,K2000,1,,Lusaka | kamwala south,https://sakilahomes.com/post/199/1-bedroom-kamwala-south-k2000/
boarding_house,K2500,1,,Lusaka | unza area,https://sakilahomes.com/post/200/boarding-house-in-kamloops-road-/
boarding_house,K0,1,,Lusaka | roma,https://sakilahomes.com/post/203/international-boarding-house-/
boarding_house,K1000,1,,Lusaka | mass_media,https://sakilahomes.com/post/205/boarding-house-kalingalinga-/
boarding_house,K1500,1,,Lusaka | mass_media,https://sakilahomes.com/post/206/boarding-house-mass-media-/
boarding_house,K1250,1,,Lusaka | unza area,https://sakilahomes.com/post/207/boarding-house-unza-area-k1250/
boarding_house,K850,1,,Lusaka | levy_area,https://sakilahomes.com/post/208/boarding-house-levy-area-k850/
boarding_house,K800,1,,Lusaka | unza area,https://sakilahomes.com/post/209/boarding-house-unza-area-k800/
boarding_house,K1200,1,,Lusaka | unza area,https://sakilahomes.com/post/211/boarding-house-unza-area-k1200/
boarding_house,K1500,1,,Lusaka | unza area,https://sakilahomes.com/post/212/boarding-house-unza-area-k1500/
boarding_house,K1500,3,,Lusaka | unza area,https://sakilahomes.com/post/213/boarding-house-unza-area-k1500/
boarding_house,K780,1,,Lusaka | unza area,https://sakilahomes.com/post/214/boarding-house-unza-area-k780/
